#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
SteCoeF_044.g1180.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_139.g783.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_044.g1129.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.5e+04   -3.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_004.g194.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     3e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_068.g839.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.7e+04   -3.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_015.g242.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_078.g399.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.1   3.2e+04   -4.9   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_014.g961.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_117.g324.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_011.g223.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_128.g720.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -5.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_020.g416.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.6e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_057.g556.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_032.g292.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   7.5e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_057.g665.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.2   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_055.g102.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   4.8e+03   -1.5   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_119.g662.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   6.1e+03   -1.9   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_005.g721.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     2e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_007.g204.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.1e+04   -2.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_032.g477.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.1e+04   -2.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_038.g904.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.5e+04   -3.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_006.g841.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     2e+04   -3.6   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_029.g735.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_005.g488.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0     1e+04   -2.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_041.g499.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_054.g1006.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   9.6e+03   -2.5   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_070.g148.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_030.g887.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -5.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_119.g634.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.9e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_097.g656.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.5e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_017.g729.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.5e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_010.g1204.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_114.g1114.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_053.g760.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.3e+04   -3.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_063.g856.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   2.6e+04   -3.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_083.g279.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_008.g538.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   1.9e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_041.g345.t1  -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_026.g1069.t1 -          CaMKII_AD            PF08332.17   5.9e+03   -1.8   0.0   3.2e+04   -4.8   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_039.g1071.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -5.1   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_030.g785.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_099.g922.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_017.g826.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_009.g717.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0     1e+04   -2.6   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_050.g129.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_048.g708.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0     7e+03   -2.1   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_046.g212.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.9e+04   -4.0   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_001.g233.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   7.7e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_016.g445.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_050.g26.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.9e+04   -3.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_068.g806.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.3e+04   -3.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_112.g724.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.1e+04   -2.7   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_101.g108.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_028.g292.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_055.g137.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.1   2.1e+04   -3.6   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_064.g1068.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.3e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_026.g1110.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_057.g627.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_075.g1280.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_049.g1257.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.1e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_001.g502.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_005.g728.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_058.g804.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_102.g190.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.5e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_108.g80.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_126.g474.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   8.9e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_014.g924.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0     2e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_002.g955.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_086.g860.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.6e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_042.g754.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.1e+04   -2.7   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_183.g280.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.1e+04   -2.7   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_092.g919.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_043.g813.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_062.g698.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.9e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_030.g983.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.4e+04   -3.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_022.g1048.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -5.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_013.g692.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_035.g232.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.7e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_001.g376.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0     2e+04   -3.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_122.g1048.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.2   2.8e+04   -4.0   0.1   1.2   2   0   0   2   2   2   0 -
SteCoeF_116.g146.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -5.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_097.g734.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.8e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_112.g824.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.6e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_043.g1013.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_084.g525.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_071.g416.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   3.2e+04   -5.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_005.g809.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.6e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_174.g154.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.5e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_096.g499.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_030.g808.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_032.g373.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_008.g374.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.8   0.0   2.5e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_047.g590.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_077.g288.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_132.g82.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_121.g840.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_007.g163.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.3e+04   -3.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_001.g37.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_001.g45.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.7e+04   -3.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_006.g895.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.1e+04   -3.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_036.g268.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_006.g924.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.7e+04   -3.9   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_100.g1237.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_004.g37.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_087.g1019.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.1   2.5e+04   -3.8   0.1   1.2   1   0   0   1   1   1   0 -
SteCoeF_049.g1032.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   6.7e+03   -2.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_060.g68.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.6   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_150.g366.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.5e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_071.g275.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_038.g924.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.4   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_033.g748.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   9.5e+03   -2.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_007.g115.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.7e+04   -4.0   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_067.g643.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_056.g257.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_026.g860.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0     3e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_110.g341.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_110.g359.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.9e+04   -4.1   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_125.g300.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_017.g749.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_069.g1115.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -5.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_031.g202.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.3e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_111.g500.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.7e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_112.g678.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.7e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_176.g202.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.7e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_052.g577.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0     2e+04   -3.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_103.g524.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.4e+04   -3.8   0.0   1.2   2   0   0   2   2   2   0 -
SteCoeF_070.g101.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.1   1.2e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_015.g68.t1   -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_127.g609.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0     2e+04   -3.5   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_093.g942.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_027.g2.t1    -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_068.g917.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   7.3e+03   -2.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_071.g279.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.2e+04   -5.0   0.0   1.3   1   0   0   1   1   1   0 -
SteCoeF_128.g669.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   8.5e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_125.g346.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.8e+04   -3.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_025.g790.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   7.7e+03   -2.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_041.g491.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   3.1e+04   -4.2   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_045.g123.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.3e+04   -2.9   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_031.g199.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.1   1.2e+04   -2.8   0.1   1.2   1   1   0   1   1   1   0 -
SteCoeF_081.g1014.t1 -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   1.2e+04   -2.8   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_017.g623.t1  -          CaMKII_AD            PF08332.17     6e+03   -1.9   0.0   2.3e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_032.g381.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.3   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_006.g947.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   8.1e+03   -2.3   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_123.g52.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   6.8e+03   -2.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_119.g673.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     9e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_091.g602.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.7e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_126.g505.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     2e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_078.g409.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.6e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_100.g1168.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.1e+04   -2.7   0.0   1.1   1   0   0   1   1   1   0 -
SteCoeF_025.g739.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.3e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_018.g1023.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_104.g565.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.5e+04   -3.1   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_007.g143.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.4e+04   -3.8   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_022.g916.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_009.g737.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.9e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_043.g884.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   8.9e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_098.g919.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     9e+03   -2.4   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_008.g350.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0     2e+04   -3.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_056.g377.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_020.g531.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.2e+04   -3.7   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_071.g370.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.5e+04   -3.2   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_121.g971.t1  -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   2.8e+04   -4.0   0.0   1.2   1   1   0   1   1   1   0 -
SteCoeF_107.g1132.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   9.2e+03   -2.4   0.0   1.1   1   1   0   1   1   1   0 -
SteCoeF_039.g1268.t1 -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   3.2e+04   -4.5   0.0   1.2   1   0   0   1   1   1   0 -
SteCoeF_045.g98.t1   -          CaMKII_AD            PF08332.17   6.1e+03   -1.9   0.0   1.3e+04   -3.0   0.0   1.2   1   0   0   1   1   1   0 -
